id,title,type,genres,production_countries,imdb_id,imdb_score
tm244134,Tramps,MOVIE,"['comedy', 'romance', 'documentation', 'european']",['US'],tt4991512,7.4
ts79799,Dragons: Race to the Edge,SHOW,"['scifi', 'family', 'animation', 'action', 'comedy', 'fantasy', 'drama']",['US'],tt4816058,7.4
tm233616,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,"['family', 'animation', 'action', 'comedy', 'scifi']",['US'],tt5371572,7.4
tm244381,Marauders,MOVIE,"['crime', 'thriller', 'action']",['CA'],tt3963816,7.4
ts54028,Case,SHOW,"['drama', 'crime', 'thriller']",['IS'],tt7875988,7.4
ts38230,The Method,SHOW,"['crime', 'drama', 'thriller']",['RU'],tt5155576,7.4
tm238661,Special Correspondents,MOVIE,['comedy'],"['CA', 'GB', 'US']",tt4181052,7.4
ts56032,La Niña,SHOW,"['action', 'drama']",['CO'],tt5677942,7.4
tm244915,Baaghi,MOVIE,"['romance', 'action', 'thriller']",['IN'],tt4864932,7.4
ts128895,Midnight Diner: Tokyo Stories,SHOW,['drama'],['JP'],tt6150576,7.4
tm219276,Tallulah,MOVIE,"['drama', 'comedy', 'romance']",['US'],tt1639084,7.4
ts58068,Inside the World's Toughest Prisons,SHOW,"['crime', 'documentation']",['GB'],tt6322264,7.4
ts37896,Conspiracy,SHOW,"['history', 'documentation', 'european']",['GB'],tt4761054,7.4
tm316731,Bert Kreischer: The Machine,MOVIE,['comedy'],['US'],tt6545220,7.4
ts43230,The Deep,SHOW,"['action', 'family', 'scifi', 'animation']",['AU'],tt4991910,7.4
ts76092,Rosario Tijeras,SHOW,"['drama', 'action', 'crime', 'romance', 'thriller']",['MX'],tt6340304,7.4
tm247642,Amanda Knox,MOVIE,"['documentation', 'crime', 'european']","['DK', 'US']",tt5952332,7.4
ts35596,Bella and the Bulldogs,SHOW,"['comedy', 'family', 'sport']",['US'],tt3596178,7.4
tm138792,Results,MOVIE,"['comedy', 'romance']",['US'],tt3824412,7.4
tm244052,Sebastian Maniscalco: Why Would You Do That?,MOVIE,['comedy'],['US'],tt6295304,7.4
ts42260,Chelsea Does,SHOW,['documentation'],['US'],tt5275894,7.4
tm123789,The Young Messiah,MOVIE,"['history', 'drama', 'fantasy']",['US'],tt1002563,7.4
ts86021,Molang,SHOW,"['animation', 'comedy', 'family', 'european']",['FR'],tt6046238,7.4
ts55559,Ask the Storybots,SHOW,"['animation', 'comedy', 'family']",['US'],tt5846856,7.4
ts35359,Heidi,SHOW,"['animation', 'drama', 'family', 'european']","['AU', 'FR', 'DE']",tt4346362,7.4
tm219173,Term Life,MOVIE,"['thriller', 'drama', 'action', 'crime']",['US'],tt2978102,7.4
tm208903,For the Love of Spock,MOVIE,['documentation'],"['US', 'CA']",tt4572820,7.4
tm229542,John Mulaney: The Comeback Kid,MOVIE,"['comedy', 'documentation']",['US'],tt5069564,7.4
tm211510,Incarnate,MOVIE,"['horror', 'thriller']",['US'],tt3216348,7.4
tm205870,Message from the King,MOVIE,"['thriller', 'action', 'crime', 'drama', 'european']",['FR'],tt1712192,7.4
ts38512,Cooked,SHOW,['documentation'],['US'],tt5347906,7.4
ts54100,World of Winx,SHOW,"['action', 'fantasy', 'animation', 'comedy', 'family', 'european']","['US', 'IT']",tt5874596,7.4
ts35360,Inspector Gadget,SHOW,"['action', 'scifi', 'animation', 'comedy', 'family']","['CA', 'US']",tt3910690,7.4
ts38757,Kong: King of the Apes,SHOW,"['animation', 'family', 'scifi', 'action', 'comedy']",['US'],tt5462936,7.4
ts43119,Real Rob,SHOW,['comedy'],['US'],tt3741346,7.4
ts53106,Tokyo Trial,SHOW,"['drama', 'history']","['JP', 'US']",tt4040530,7.4
tm271070,The Warriors Gate,MOVIE,"['action', 'family', 'fantasy', 'comedy', 'european']","['CN', 'FR', 'CA']",tt4652532,7.4
ts38805,Beat Bugs,SHOW,"['family', 'animation', 'comedy', 'fantasy']",['AU'],tt4716268,7.4
tm214085,Tig,MOVIE,['documentation'],['US'],tt3986532,7.4
ts75829,Lego Bionicle: The Journey to One,SHOW,"['action', 'fantasy', 'scifi', 'animation']",['US'],tt5075942,7.4
ts42075,Intersection,SHOW,['drama'],['TR'],tt5303668,7.4
ts42038,No Tomorrow,SHOW,"['comedy', 'drama', 'romance', 'thriller']",['US'],tt10936232,7.4
tm218052,Drishyam,MOVIE,"['thriller', 'crime', 'drama']",['IN'],tt4430212,7.4
tm248010,Taxi Driver,MOVIE,"['comedy', 'crime', 'drama']",['NG'],tt5112438,7.4
ts51368,Skylanders Academy,SHOW,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],tt5916218,7.4
tm267135,The Dreamseller,MOVIE,['drama'],['BR'],tt5496926,7.4
ts74753,Tales by Light,SHOW,['documentation'],['AU'],tt5350276,7.4
tm246870,Lavender,MOVIE,"['drama', 'thriller']","['US', 'CA']",tt4680980,7.4
tm245235,Ali Wong: Baby Cobra,MOVIE,['comedy'],['US'],tt5066574,7.4
tm235405,Hyena Road,MOVIE,"['drama', 'thriller', 'war', 'action']",['CA'],tt4034452,7.4
tm218186,Septembers of Shiraz,MOVIE,"['drama', 'thriller', 'western']",['US'],tt3661298,7.4
tm228242,A Very Murray Christmas,MOVIE,"['comedy', 'music']",['US'],tt4537842,7.4
tm244513,Divines,MOVIE,"['drama', 'crime', 'european']","['FR', 'QA']",tt4730986,7.4
ts39014,Kuromukuro,SHOW,"['comedy', 'drama', 'animation', 'action', 'scifi']",['JP'],tt5895314,7.4
tm232954,Audrie & Daisy,MOVIE,"['documentation', 'crime']",['US'],tt5278460,7.4
ts41948,Hip Hop Evolution,SHOW,"['documentation', 'music']",['CA'],tt4130418,7.3
ts54156,Chef's Table: France,SHOW,['documentation'],['US'],tt6088326,7.3
ts36740,Project Mc²,SHOW,['family'],['US'],tt4861760,7.3
tm239290,Always Be My Maybe,MOVIE,"['comedy', 'romance']",['PH'],tt5341036,7.3
tm290444,Pandora,MOVIE,"['thriller', 'drama', 'action']",['KR'],tt6302160,7.3
ts41899,Nightmare Teacher,SHOW,"['drama', 'horror', 'thriller']",['KR'],tt6209442,7.3
tm225693,Keith Richards: Under the Influence,MOVIE,"['documentation', 'music']",['US'],tt4900018,7.3
tm267429,"Surviving Compton: Dre, Suge and Michel'le",MOVIE,"['drama', 'documentation']",['US'],tt5875282,7.3
tm272413,Colin Quinn: The New York Story,MOVIE,['comedy'],['US'],tt6257714,7.3
ts43501,Secrets of Great British Castles,SHOW,"['documentation', 'history', 'european']",['GB'],tt5181284,7.3
tm138584,Hawaizaada,MOVIE,"['history', 'drama', 'fantasy']",['IN'],tt4338154,7.3
ts56221,Rainbow Ruby,SHOW,"['family', 'fantasy', 'animation', 'comedy']",['CN'],tt5828144,7.3
tm225275,Riot,MOVIE,['action'],['US'],tt4642044,7.3
ts81483,Simon,SHOW,"['comedy', 'family', 'animation']",['FR'],tt7699866,7.3
ts35463,Richie Rich,SHOW,['comedy'],['US'],tt4160920,7.3
tm209950,Kevin Hart: What Now?,MOVIE,"['comedy', 'documentation']",['US'],tt4669186,7.3
tm308241,Legends of the Hidden Temple,MOVIE,"['action', 'family']",['US'],tt5333842,7.3
ts38764,Marseille,SHOW,"['drama', 'european']",['FR'],tt4003966,7.3
tm213681,Veteran,MOVIE,"['comedy', 'crime', 'action', 'thriller']",['KR'],tt4768764,7.3
tm139870,Opening Night,MOVIE,"['comedy', 'thriller', 'drama', 'crime', 'action']",['US'],tt4156972,7.3
tm239739,Raman Raghav 2.0,MOVIE,"['crime', 'thriller', 'drama']",['IN'],tt5664116,7.3
tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,"['action', 'comedy', 'crime', 'european']",['SE'],tt4940370,7.3
ts38761,Another Miss Oh,SHOW,"['comedy', 'drama', 'family', 'fantasy', 'romance']",['KR'],tt5679572,7.3
tm195764,6 Years,MOVIE,"['drama', 'romance']",['US'],tt3799372,7.3
ts41154,Paquita Salas,SHOW,"['comedy', 'european']",['ES'],tt5866074,7.3
ts144323,Unnatural Selection,SHOW,"['reality', 'documentation', 'comedy']",['US'],tt11063952,7.3
tm233561,Shaun the Sheep: The Farmer's Llamas,MOVIE,"['comedy', 'family', 'animation']",['GB'],tt5174284,7.3
tm217939,Un + une,MOVIE,"['comedy', 'romance', 'drama', 'european']",['FR'],tt1918911,7.3
tm200454,Ok Kanmani,MOVIE,"['romance', 'drama']",['IN'],tt4271820,7.3
tm266844,True Memoirs of an International Assassin,MOVIE,"['action', 'comedy', 'crime']",['US'],tt1542768,7.3
ts74929,H20: Mermaid Adventures,SHOW,"['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['FR'],tt4610750,7.3
tm300713,High & Low The Movie,MOVIE,['action'],['JP'],tt5659172,7.3
ts38772,Dear My Friends,SHOW,"['comedy', 'drama']",['KR'],tt5689030,7.3
tm240895,Strange Weather,MOVIE,['drama'],['US'],tt5205210,7.3
ts52943,The Sound of Your Heart,SHOW,"['comedy', 'drama', 'animation']",['KR'],tt4613520,7.3
tm275800,The Lighthouse of the Orcas,MOVIE,"['drama', 'romance', 'european']","['AR', 'ES']",tt4944658,7.3
ts86831,The Good Cop,SHOW,"['comedy', 'drama']",['IL'],tt6070434,7.3
tm276430,Servant Of The People 2,MOVIE,"['comedy', 'family']",['UA'],tt6903262,7.3
ts87884,Sons of the Caliphate,SHOW,['drama'],['NG'],tt10202268,7.3
tm224377,Heneral Luna,MOVIE,"['comedy', 'action', 'drama', 'history', 'war']",['PH'],tt4944352,7.3
tm242755,Ordinary World,MOVIE,"['comedy', 'drama', 'family', 'music']",['US'],tt6102594,7.3
ts53076,El Chema,SHOW,"['crime', 'action']",['US'],tt5730624,7.3
tm241998,Mohenjo Daro,MOVIE,"['action', 'drama', 'history', 'romance']",['IN'],tt3859980,7.3
ts52988,Captive,SHOW,"['documentation', 'drama', 'european']",['US'],tt6246500,7.3
tm208628,Dil Dhadakne Do,MOVIE,"['drama', 'family', 'romance', 'comedy']",['IN'],tt4110568,7.3
ts41260,"Hello, My Twenties!",SHOW,"['comedy', 'drama', 'romance']",['KR'],tt5858892,7.3
ts42089,Haters Back Off,SHOW,"['comedy', 'drama', 'family', 'romance']",['US'],tt5467814,7.3
tm242646,Toro,MOVIE,"['drama', 'crime', 'thriller', 'action', 'european']","['FR', 'ES']",tt4213806,7.3
ts38717,Good Morning Call,SHOW,"['comedy', 'drama', 'romance']",['JP'],tt5520732,7.3
ts87465,Witch Hunt: A Century of Murder,SHOW,"['documentation', 'crime', 'history', 'drama', 'fantasy', 'european']",['GB'],tt6474054,7.3
tm242687,Riphagen the Untouchable,MOVIE,"['thriller', 'drama', 'war', 'european']",['NL'],tt4969044,7.3
tm208713,Gabbar Is Back,MOVIE,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.3
tm220317,Demetri Martin: Live (At The Time),MOVIE,"['comedy', 'documentation']",['US'],tt4512714,7.3
tm421855,4K Fireplace,MOVIE,"['family', 'reality']",['US'],tt5275236,7.3
ts21979,Spotless,SHOW,"['crime', 'comedy', 'drama', 'european']",['FR'],tt3834000,7.3
tm267948,7 Years,MOVIE,"['drama', 'european']",['ES'],tt5517438,7.3
ts42011,Cheer Squad,SHOW,['reality'],['CA'],tt5993744,7.3
tm219817,Talvar,MOVIE,"['thriller', 'drama', 'crime']",['IN'],tt4934950,7.3
tm201365,Brothers,MOVIE,"['family', 'action', 'drama', 'sport']",['IN'],tt3802576,7.3
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,"['comedy', 'documentation']",['US'],tt6302122,7.3
ts36741,Fartsa,SHOW,"['drama', 'crime']",['RU'],tt4567218,7.3
ts57705,The Paper,SHOW,"['drama', 'crime', 'action']",['HR'],tt5868220,7.3
tm233843,Pyaar Ka Punchnama 2,MOVIE,"['drama', 'romance', 'comedy']",['IN'],tt4430136,7.3
tm211461,Much Loved,MOVIE,"['drama', 'european']","['FR', 'MA']",tt4685750,7.3
ts42347,Word Party,SHOW,"['family', 'animation']",['US'],tt5235950,7.3
tm232710,A Second Chance,MOVIE,"['drama', 'romance', 'family', 'documentation', 'sport']",['PH'],tt5226380,7.3
tm244638,Rebirth,MOVIE,['thriller'],['US'],tt4902716,7.3
tm451222,Lang Tong,MOVIE,['thriller'],['SG'],tt6423578,7.3
tm195870,Manson Family Vacation,MOVIE,"['comedy', 'drama', 'thriller']",['US'],tt3275216,7.3
ts83535,Popples,SHOW,"['family', 'animation']","['RU', 'US', 'FR']",tt4210022,7.3
tm221883,Gridlocked,MOVIE,['action'],['CA'],tt2724532,7.3
ts127430,StoryBots Super Songs,SHOW,"['animation', 'family']",['US'],tt6163070,7.3
tm239635,Jimmy Carr: Funny Business,MOVIE,['comedy'],['GB'],tt5222724,7.3
tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,['comedy'],['US'],tt4530184,7.3
tm245102,The Next Skin,MOVIE,"['drama', 'thriller', 'european']",['ES'],tt4034208,7.3
tm215054,Chris Tucker: Live,MOVIE,"['comedy', 'documentation']",['US'],tt4835636,7.3
tm271839,"Dana Carvey: Straight White Male, 60",MOVIE,['comedy'],['US'],tt6217368,7.3
tm245297,Justin Timberlake + The Tennessee Kids,MOVIE,"['music', 'documentation']",['US'],tt5001772,7.3
tm266629,Russell Peters: Almost Famous,MOVIE,['comedy'],['US'],tt5946232,7.3
ts42218,Sin senos sí hay paraíso,SHOW,"['action', 'drama', 'romance', 'crime']",['CO'],tt5676412,7.3
tm220473,Colin Quinn: Unconstitutional,MOVIE,['comedy'],['US'],tt4392266,7.3
tm245148,Jim Jefferies: Freedumb,MOVIE,"['comedy', 'documentation']",['US'],tt5849950,7.3
tm274053,Asperger's Are Us,MOVIE,"['documentation', 'comedy', 'drama']",['US'],tt4109268,7.3
tm239762,Tony Robbins: I Am Not Your Guru,MOVIE,['documentation'],['US'],tt5151716,7.3
tm197503,Hunterrr,MOVIE,"['romance', 'drama', 'comedy']",['IN'],tt4333674,7.3
tm201906,Belgica,MOVIE,"['drama', 'european']","['FR', 'BE']",tt3544218,7.3
ts38769,Chelsea,SHOW,['comedy'],['US'],tt5672036,7.3
tm233344,Kapoor & Sons,MOVIE,"['drama', 'romance', 'comedy', 'family']",['IN'],tt4900716,7.3
tm240162,Udta Punjab,MOVIE,"['drama', 'action', 'crime']",['IN'],tt4434004,7.3
tm211478,Tamasha,MOVIE,"['drama', 'comedy', 'romance']",['IN'],tt3148502,7.3
ts41294,Mossad 101,SHOW,"['action', 'drama']",['IL'],tt4354042,7.3
tm244758,Breaking the Bank,MOVIE,['comedy'],['GB'],tt3105662,7.3
tm321189,All About Asado,MOVIE,['documentation'],['AR'],tt6079360,7.3
ts41485,Vanished 46,SHOW,"['drama', 'action', 'scifi', 'crime', 'thriller']",['TR'],tt5606154,7.3
tm245722,Chronically Metropolitan,MOVIE,"['comedy', 'drama']",['US'],tt4460854,7.3
ts53543,The Miracle,SHOW,"['drama', 'comedy', 'fantasy', 'music']",['KR'],tt6703344,7.3
tm282915,Fate/Grand Order: First Order,MOVIE,"['action', 'fantasy', 'animation']",['JP'],tt6213810,7.3
ts53149,White Nights,SHOW,['drama'],['KR'],tt6168004,7.3
ts83224,Toon,SHOW,['comedy'],['NL'],tt5698140,7.3
tm232931,Hannibal Buress: Comedy Camisado,MOVIE,['comedy'],['US'],tt5352432,7.3
tm227922,Anjelah Johnson: Not Fancy,MOVIE,"['comedy', 'documentation']",['US'],tt4199110,7.3
ts74917,72 Cutest Animals,SHOW,['documentation'],['AU'],tt5815824,7.3
tm272854,Force 2,MOVIE,"['action', 'crime', 'thriller']",['IN'],tt5156746,7.3
tm233015,Fitoor,MOVIE,"['romance', 'drama']",['IN'],tt4399594,7.3
tm139590,Triumph in the Skies,MOVIE,"['comedy', 'drama', 'romance']",['HK'],tt1929433,7.3
tm242422,In the Shadow of Iris,MOVIE,"['thriller', 'drama', 'crime', 'european']",['FR'],tt5598110,7.3
tm193211,Mucize,MOVIE,"['drama', 'comedy', 'romance', 'documentation', 'european']",['TR'],tt6876670,7.3
tm270555,The Ivory Game,MOVIE,"['documentation', 'european']","['AT', 'US']",tt5952534,7.3
tm236999,Our Lovers,MOVIE,"['romance', 'comedy', 'drama', 'european']",['ES'],tt4631532,7.3
ts42155,Home: Adventures with Tip & Oh,SHOW,"['comedy', 'scifi', 'animation', 'family', 'fantasy']",['US'],tt5759196,7.3
tm233570,Beauty and the Bestie,MOVIE,"['action', 'comedy', 'drama']",['PH'],tt4842270,7.3
ts55556,A Touch of Green,SHOW,"['drama', 'war']",['TW'],tt5231950,7.3
tm233023,Tom Segura: Mostly Stories,MOVIE,"['comedy', 'documentation']",['US'],tt4970632,7.3
ts41151,Hibana: Spark,SHOW,['drama'],['JP'],tt5301958,7.3
tm193388,Dhanak,MOVIE,"['drama', 'comedy']",['IN'],tt4088588,7.3
tm234466,Jonah,MOVIE,"['drama', 'thriller', 'romance', 'family']",['BR'],tt7799740,7.3
tm376111,Chocolate City: Vegas Strip,MOVIE,['drama'],['US'],tt5485482,7.3
tm239769,I'll Sleep When I'm Dead,MOVIE,['documentation'],['US'],tt4679136,7.3
ts82582,The Truth Seekers,SHOW,"['drama', 'action']",['SG'],tt7131694,7.3
ts43341,Atelier,SHOW,"['drama', 'documentation', 'comedy']",['JP'],tt4790548,7.3
tm540757,Project Marathwada,MOVIE,['drama'],['IN'],tt5714802,7.3
tm207668,ABCD 2,MOVIE,"['music', 'drama']",['IN'],tt3679000,7.3
ts54010,My Runway,SHOW,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],tt6968336,7.3
tm228839,Ali Baba and the 7 Dwarfs,MOVIE,"['action', 'comedy', 'drama']",['TR'],tt6450052,7.3
tm233366,Te3n,MOVIE,"['thriller', 'drama']",['IN'],tt4814290,7.3
tm230524,"Chatô, The King of Brazil",MOVIE,"['drama', 'comedy', 'history']",['BR'],tt6449458,7.3
tm233157,The Guardian Brothers,MOVIE,"['animation', 'family', 'fantasy', 'comedy']",['CN'],tt4788934,7.3
tm245042,Budhia Singh: Born to Run,MOVIE,"['drama', 'sport']",['IN'],tt5805252,7.3
ts55223,72 Dangerous Places to Live,SHOW,['documentation'],['AU'],tt5674272,7.3
tm239947,Mercy,MOVIE,"['thriller', 'drama']",['US'],tt5710042,7.3
tm315345,City of Joy,MOVIE,"['documentation', 'thriller', 'war', 'crime', 'drama']",['CD'],tt4078252,7.3
tm239774,XOXO,MOVIE,"['music', 'drama']",['US'],tt4855748,7.3
tm270982,Layla M.,MOVIE,"['drama', 'european']",['NL'],tt5712152,7.3
tm233196,Jessica Darling's It List,MOVIE,['family'],['US'],tt5213744,7.3
tm246056,Garfunkel and Oates: Trying to be Special,MOVIE,"['comedy', 'music']",['US'],tt5602318,7.3
tm311494,Slam,MOVIE,"['comedy', 'romance', 'drama', 'european']",['IT'],tt4379536,7.3
tm244635,The Blind Christ,MOVIE,['drama'],"['FR', 'CL']",tt4778424,7.3
tm227044,Shaandaar,MOVIE,"['comedy', 'romance', 'drama']",['IN'],tt4007558,7.3
ts75897,Kulipari: An Army of Frogs,SHOW,"['action', 'animation', 'fantasy']",['US'],tt6040768,7.3
tm246579,Rainbow Time,MOVIE,"['drama', 'comedy']",['US'],tt5167174,7.3
ts81898,Kazoops!,SHOW,"['animation', 'comedy', 'family', 'fantasy']","['AU', 'GB']",tt6312916,7.3
ts84398,Little Things,SHOW,"['drama', 'romance', 'comedy']",['IN'],tt6522580,7.3
tm244868,The Flower of Aleppo,MOVIE,"['drama', 'action', 'war']",['TN'],tt5448246,7.3
tm245155,The Worthy,MOVIE,"['thriller', 'action', 'scifi', 'fantasy', 'family', 'european']",['AE'],tt4943218,7.3
ts52825,The Princess Weiyoung,SHOW,"['drama', 'history', 'romance']",['CN'],tt6353308,7.3
ts54022,Terrace House: Aloha State,SHOW,"['reality', 'drama']",['JP'],tt6588218,7.3
tm245293,You Are My Sunday,MOVIE,"['drama', 'comedy']",['IN'],tt4990516,7.3
tm232832,The Lion Woman,MOVIE,"['drama', 'european']","['SE', 'NO']",tt4677578,7.3
ts51367,Trailer Park Boys: Out of the Park: Europe,SHOW,"['action', 'drama', 'comedy', 'crime']",['CA'],tt5937754,7.3
tm239933,07:19,MOVIE,"['history', 'thriller', 'drama']",['MX'],tt5979312,7.3
ts53346,Chasing Cameron,SHOW,['reality'],['US'],tt6370626,7.3
tm247644,Schubert in Love,MOVIE,"['comedy', 'european']",['DE'],tt5186874,7.3
tm212968,Frank and Cindy,MOVIE,"['comedy', 'drama']",['US'],tt1239242,7.3
tm211424,Dharam Sankat Mein,MOVIE,"['comedy', 'drama', 'family', 'fantasy', 'thriller']",['IN'],tt4354740,7.3
ts35505,Old Money,SHOW,"['comedy', 'drama', 'european']",['AT'],tt3701442,7.3
ts78442,Coach Snoop,SHOW,['documentation'],['US'],tt5697642,7.3
ts43258,Stories by Rabindranath Tagore,SHOW,['drama'],['IN'],tt4853764,7.3
tm230927,Puerto Ricans in Paris,MOVIE,['comedy'],['US'],tt3730510,7.3
tm244577,Love O2O,MOVIE,"['comedy', 'romance', 'drama']",['CN'],tt6093452,7.3
tm227523,Fifty,MOVIE,"['drama', 'romance', 'sport', 'thriller']",['NG'],tt7440582,7.3
ts82327,Три кота,SHOW,"['animation', 'scifi', 'comedy', 'family']",['RU'],tt7038964,7.3
tm230426,"Liar, Liar, Vampire",MOVIE,"['comedy', 'family']",['US'],tt4448304,7.3
ts248736,The Governor,SHOW,['drama'],['NG'],tt7128052,7.3
tm240728,Patton Oswalt: Talking for Clapping,MOVIE,"['comedy', 'documentation']",['US'],tt5457520,7.3
tm283938,Selfie 69,MOVIE,"['comedy', 'action', 'romance', 'european']",['RO'],tt4796634,7.3
ts55966,LEGO Friends: The Power of Friendship,SHOW,['animation'],['US'],tt7598452,7.3
tm236705,Ricardo O'Farrill: Abrazo Genial,MOVIE,['comedy'],['MX'],tt5547496,7.3
tm244923,My Mother's Wound,MOVIE,"['drama', 'thriller', 'war']",['TR'],tt5684860,7.3
tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,['comedy'],['US'],tt6081882,7.3
tm134052,Umrika,MOVIE,"['comedy', 'drama']",['IN'],tt2614722,7.3
tm246543,Journey to Greenland,MOVIE,"['drama', 'comedy', 'european']","['GL', 'FR']",tt4641248,7.3
ts53065,One More Time,SHOW,"['scifi', 'drama', 'fantasy']",['KR'],tt6212990,7.3
tm272484,Michael Che Matters,MOVIE,['comedy'],['US'],tt6209400,7.3
tm252609,'76,MOVIE,"['romance', 'drama']",['NG'],tt6068284,7.3
tm234064,Halal Love,MOVIE,"['romance', 'drama', 'comedy', 'european']","['LB', 'DE']",tt5105218,7.3
tm240733,100 Meters,MOVIE,"['drama', 'comedy', 'european']",['ES'],tt5089786,7.3
tm230478,Brent Morin: I'm Brent Morin,MOVIE,['comedy'],['US'],tt5280664,7.3
tm267419,Joe Rogan: Triggered,MOVIE,"['comedy', 'documentation']",['US'],tt6023444,7.3
tm232930,Kyaa Kool Hain Hum 3,MOVIE,['comedy'],['IN'],tt5290620,7.3
tm149212,Olmo and the Seagull,MOVIE,"['drama', 'european', 'romance', 'family', 'documentation']","['PT', 'SE', 'DK', 'BR', 'FR']",tt4160256,7.2
tm243931,The Beginning of Life,MOVIE,"['documentation', 'family']",['BR'],tt5140248,7.2
tm307997,Offline: Are You Ready for the Next Level?,MOVIE,"['action', 'comedy', 'european']",['DE'],tt5351044,7.2
tm219699,Phantom,MOVIE,"['thriller', 'action', 'drama', 'crime', 'horror', 'european']",['IN'],tt3469244,7.2
tm234136,MindGamers,MOVIE,"['action', 'scifi', 'thriller', 'european']",['AT'],tt3625516,7.2
tm239764,David Cross: Making America Great Again,MOVIE,['comedy'],['US'],tt5943936,7.2
tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,['comedy'],['US'],tt5038776,7.2
tm244380,Barcelona: A Love Untold,MOVIE,"['romance', 'drama']",['PH'],tt5755912,7.2
ts54117,Luna Petunia,SHOW,"['animation', 'family', 'fantasy']",['CA'],tt4588068,7.2
tm244079,Sofía Niño de Rivera: Exposed,MOVIE,['comedy'],['MX'],tt5886430,7.2
tm263743,The Doll,MOVIE,"['thriller', 'horror']",['ID'],tt6011480,7.2
tm246485,U Turn,MOVIE,"['horror', 'thriller', 'crime', 'drama']",['IN'],tt5559394,7.2
tm267017,I Love You,MOVIE,"['comedy', 'drama', 'romance', 'european']",['SE'],tt5183654,7.2
tm224255,Very Big Shot,MOVIE,"['action', 'drama', 'thriller', 'crime']","['QA', 'LB']",tt4971824,7.2
ts38812,Fearless,SHOW,"['documentation', 'reality']",['US'],tt9556710,7.2
tm234292,The Heirs,MOVIE,['drama'],['MX'],tt2903370,7.2
tm238717,Barakah Meets Barakah,MOVIE,"['romance', 'comedy']",['SA'],tt5435084,7.2
ts38813,Bottersnikes & Gumbles,SHOW,"['action', 'family', 'animation', 'comedy']","['GB', 'AU', 'US']",tt6015820,7.2
tm271974,Pettson and Findus: The Best Christmas Ever,MOVIE,"['family', 'animation', 'comedy', 'fantasy', 'european']",['DE'],tt4764566,7.2
tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,"['comedy', 'documentation']",['US'],tt4073952,7.2
tm201855,Katti Batti,MOVIE,"['comedy', 'romance', 'drama']",['IN'],tt4467262,7.2
ts21876,My Sunshine,SHOW,"['drama', 'romance']",['CN'],tt6131630,7.2
tm232267,Mike Epps: Don't Take It Personal,MOVIE,['comedy'],['US'],tt5339586,7.2
tm272012,Ghost Patrol,MOVIE,"['thriller', 'animation', 'family']",['CA'],tt6111628,7.2
tm217986,Bangistan,MOVIE,"['comedy', 'drama']",['IN'],tt3422462,7.2
tm215911,Ludo,MOVIE,"['horror', 'thriller', 'fantasy']",['IN'],tt3724898,7.2
tm327551,Born in Syria,MOVIE,"['documentation', 'european']","['ES', 'DK']",tt5356680,7.2
tm238486,Theo Von: No Offense,MOVIE,"['comedy', 'documentation']",['US'],tt5066564,7.2
tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,['comedy'],['MX'],tt6475778,7.2
tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,['comedy'],['CA'],tt5087462,7.2
tm286268,#Rucker50,MOVIE,['documentation'],['US'],tt6475636,7.2
tm214589,The Breakup Playlist,MOVIE,"['romance', 'drama', 'music']",['PH'],tt4628812,7.2
tm375681,S Storm,MOVIE,"['thriller', 'drama', 'crime', 'action']","['CN', 'HK']",tt5998744,7.2
tm316567,HiGH&LOW: The Red Rain,MOVIE,"['action', 'drama']",['JP'],tt5923040,7.2
tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,"['comedy', 'thriller']",['XX'],tt3521770,7.2
tm243070,Those who fear are dead,MOVIE,['drama'],['EG'],tt5686120,7.2
tm247444,Poshter Girl,MOVIE,['comedy'],['IN'],tt5323386,7.2
tm224275,3000 Nights,MOVIE,['drama'],"['AE', 'FR', 'JO', 'LB', 'QA', 'PS']",tt3815424,7.2
tm66466,Wazir,MOVIE,"['thriller', 'crime', 'drama', 'action']",['IN'],tt0315642,7.2
tm340927,Motu Patlu: King Of Kings,MOVIE,"['animation', 'action', 'comedy']",['IN'],tt6278732,7.2
tm219739,The Love Affair,MOVIE,"['romance', 'drama']",['PH'],tt4202506,7.2
tm231911,Everyday I Love You,MOVIE,"['romance', 'drama']",['PH'],tt4944460,7.2
tm242002,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,['comedy'],['US'],tt5571712,7.2
ts81027,Spark,SHOW,['drama'],['KR'],tt6409112,7.2
tm554110,The CEO,MOVIE,"['drama', 'thriller']",['NG'],tt5036924,7.2
