id,title,type,genres,production_countries,imdb_id,imdb_score
tm154986,Deliverance,MOVIE,"['drama', 'action', 'thriller', 'european']",['US'],tt0068473,9.6
tm127384,Monty Python and the Holy Grail,MOVIE,"['fantasy', 'action', 'comedy']",['GB'],tt0071853,9.5
tm120801,The Dirty Dozen,MOVIE,"['war', 'action']","['GB', 'US']",tt0061578,9.5
ts22164,Monty Python's Flying Circus,SHOW,"['comedy', 'european']",['GB'],tt0063929,9.3
tm70993,Life of Brian,MOVIE,['comedy'],['GB'],tt0079470,9.3
tm14873,Dirty Harry,MOVIE,"['thriller', 'action', 'crime']",['US'],tt0066999,9.2
tm119281,Bonnie and Clyde,MOVIE,"['crime', 'drama', 'action']",['US'],tt0061418,9.1
tm98978,The Blue Lagoon,MOVIE,"['romance', 'action', 'drama']",['US'],tt0080453,9.1
tm44204,The Guns of Navarone,MOVIE,"['action', 'drama', 'war']","['GB', 'US']",tt0054953,9.1
tm67378,The Professionals,MOVIE,"['western', 'action', 'european']",['US'],tt0060862,9.1
tm69997,Richard Pryor: Live in Concert,MOVIE,"['comedy', 'documentation']",['US'],tt0079807,9.1
tm16479,White Christmas,MOVIE,"['romance', 'comedy']",['US'],tt0047673,9
tm135083,Cairo Station,MOVIE,"['drama', 'crime', 'comedy']",['EG'],tt0051390,9
tm89386,Hitler: A Career,MOVIE,"['history', 'documentation', 'european']",['DE'],tt0191182,9
tm156453,FTA,MOVIE,"['war', 'documentation', 'music', 'comedy']",['US'],tt0068562,9
tm14350,Alexandria… Why?,MOVIE,['drama'],['EG'],tt0077751,9
tm81728,The Land,MOVIE,['drama'],['EG'],tt0064038,9
tm94651,Dostana,MOVIE,"['drama', 'comedy', 'crime', 'romance', 'action']",['IN'],tt0080653,8.9
tm27298,Saladin the Victorious,MOVIE,"['action', 'drama', 'war', 'history', 'romance']",['EG'],tt0057357,8.9
tm100027,Alibaba Aur 40 Chor,MOVIE,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",tt0079749,8.9
tm19608,The Blazing Sun,MOVIE,"['crime', 'romance', 'drama']",['EG'],tt0047500,8.9
tm204541,Dark Waters,MOVIE,"['action', 'drama', 'romance', 'thriller']",['EG'],tt0049761,8.9
tm259855,We Are All for the Fatherland,MOVIE,['documentation'],"['LB', 'CA', 'FR']",tt0170799,8.9
tm356209,Singapore,MOVIE,"['drama', 'thriller', 'crime']",['IN'],tt0268639,8.9
tm200475,"Beirut, Oh Beirut",MOVIE,['drama'],['LB'],tt0169599,8.8
tm90896,The Return of the Prodigal Son,MOVIE,"['music', 'drama', 'crime']","['DZ', 'EG']",tt0074168,8.8
tm336403,Khoon Khoon,MOVIE,"['crime', 'thriller']",['IN'],tt0230412,8.8
tm107372,Manoranjan,MOVIE,"['romance', 'drama', 'comedy']",['IN'],tt0071811,8.8
tm358653,Ujala,MOVIE,"['romance', 'crime', 'drama']",['IN'],tt0157132,8.8
tm259684,Whispers,MOVIE,['documentation'],"['CA', 'FR', 'LB']",tt0170803,8.8
tm403346,Chadi Jawani Budhe Nu,MOVIE,['romance'],['IN'],tt3290368,8.8
tm16812,Bandie,MOVIE,"['drama', 'action', 'romance']",['IN'],tt1219315,8.8
ts20681,Seinfeld,SHOW,['comedy'],['US'],tt0098904,8.8
tm155787,GoodFellas,MOVIE,"['drama', 'crime']",['US'],tt0099685,8.8
tm22327,Full Metal Jacket,MOVIE,"['war', 'drama']","['US', 'GB']",tt0093058,8.8
tm180542,Once Upon a Time in America,MOVIE,"['crime', 'drama', 'european']","['US', 'IT']",tt0087843,8.8
tm138875,When Harry Met Sally...,MOVIE,"['comedy', 'romance', 'drama']",['US'],tt0098635,8.8
tm2386,A Nightmare on Elm Street,MOVIE,['horror'],"['GB', 'US']",tt0087800,8.8
tm133087,Steel Magnolias,MOVIE,"['comedy', 'drama', 'romance']",['US'],tt0098384,8.8
tm177480,Police Academy,MOVIE,"['crime', 'comedy']",['US'],tt0087928,8.7
tm54450,Christine,MOVIE,"['horror', 'thriller', 'european']",['US'],tt0085333,8.7
ts22082,Knight Rider,SHOW,"['scifi', 'action', 'crime', 'drama']",['US'],tt0083437,8.7
ts21715,Thomas & Friends,SHOW,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']",['GB'],tt0086815,8.7
ts20678,Saved by the Bell,SHOW,"['family', 'comedy', 'romance']",['US'],tt0096694,8.7
tm145608,Awakenings,MOVIE,"['drama', 'european']",['US'],tt0099077,8.7
ts25028,Wheel of Fortune,SHOW,['family'],['US'],tt0072584,8.7
tm147710,National Lampoon's Christmas Vacation,MOVIE,"['comedy', 'european']",['US'],tt0097958,8.7
tm142895,Lean On Me,MOVIE,['drama'],['US'],tt0097722,8.7
tm20712,Eddie Murphy Raw,MOVIE,"['comedy', 'documentation']",['US'],tt0092948,8.7
tm117580,She's Gotta Have It,MOVIE,"['romance', 'comedy']",['US'],tt0091939,8.7
ts23753,Major Dad,SHOW,"['comedy', 'family']",['US'],tt0096643,8.7
tm130586,Endless Love,MOVIE,"['romance', 'drama']",['US'],tt0082329,8.7
ts987,Danger Mouse,SHOW,"['animation', 'comedy', 'family', 'scifi', 'european']",['GB'],tt0081848,8.7
tm721687,Vaashi,MOVIE,"['drama', 'thriller']",['IN'],tt13913068,8.7
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],tt0095262,8.7
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,"['animation', 'scifi', 'action', 'drama', 'war']",['JP'],tt0159510,8.7
ts2760,Fireman Sam,SHOW,"['animation', 'comedy', 'family', 'crime', 'european']",['GB'],tt0329829,8.7
tm21953,Sam Kinison: Breaking the Rules,MOVIE,"['comedy', 'documentation']",['US'],tt0307403,8.7
tm126769,Waiting for the Hearse,MOVIE,['comedy'],['AR'],tt0089108,8.7
tm152839,Tim Allen: Men Are Pigs,MOVIE,"['comedy', 'documentation']",['US'],tt0259057,8.7
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,"['action', 'drama', 'war', 'animation', 'scifi']",['JP'],tt0159511,8.7
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,"['comedy', 'documentation']",['GB'],tt0084352,8.7
tm52815,Disco Dancer,MOVIE,"['drama', 'romance']",['IN'],tt0208903,8.7
tm159912,Agneepath,MOVIE,"['drama', 'action', 'crime']",['IN'],tt0098999,8.7
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,['comedy'],['GB'],tt0213984,8.6
tm38736,Too Young The Hero,MOVIE,"['drama', 'war']",['US'],tt0096286,8.6
tm51083,A Stoning in Fulham County,MOVIE,"['thriller', 'crime', 'drama']",['US'],tt0096179,8.6
tm137013,The Ryan White Story,MOVIE,['drama'],['US'],tt0098237,8.6
tm157603,Dil,MOVIE,"['drama', 'comedy', 'romance']",['IN'],tt0099429,8.6
tm258072,Adam: His Song Continues,MOVIE,"['crime', 'drama']",['US'],tt0090589,8.6
tm114356,The George McKenna Story,MOVIE,['drama'],['US'],tt0091106,8.6
tm157853,In Defense of a Married Man,MOVIE,"['drama', 'crime']",['US'],tt0099396,8.6
tm446654,Mujrim,MOVIE,"['drama', 'action', 'crime']",['IN'],tt0097926,8.6
tm348735,Aakhri Adaalat,MOVIE,"['action', 'crime', 'thriller']",['IN'],tt0177505,8.6
tm151332,"Alexandria, Again and Forever",MOVIE,['drama'],"['FR', 'EG']",tt0099858,8.6
tm342996,Duniya,MOVIE,"['action', 'drama']",['IN'],tt0301231,8.6
tm24110,Strange Voices,MOVIE,['drama'],['US'],tt0094052,8.6
tm371359,Jaal,MOVIE,"['action', 'drama', 'thriller']",['IN'],tt0239495,8.6
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,['drama'],['US'],tt0095945,8.6
ts63001,High Risk,SHOW,['comedy'],['US'],tt5944220,8.6
tm311264,Muqaddar Ka Faisla,MOVIE,"['action', 'comedy', 'drama', 'family']",['IN'],tt0239682,8.6
tm411457,Pyar Ke Do Pal,MOVIE,"['drama', 'action']",['IN'],tt0358053,8.6
tm172482,Sohni Mahiwal,MOVIE,"['romance', 'drama', 'action']",['IN'],tt0170148,8.6
tm419052,Ek Jaan Hain Hum,MOVIE,"['family', 'romance']",['IN'],tt0379272,8.6
tm47673,An Egyptian Story,MOVIE,"['drama', 'fantasy']",['EG'],tt0084042,8.6
tm52274,The Little Wars,MOVIE,"['war', 'drama', 'european']","['FR', 'LB']",tt0084492,8.6
tm147829,Unspeakable Acts,MOVIE,['drama'],['US'],tt0100848,8.6
ts20981,Survivor,SHOW,['reality'],['US'],tt0239195,8.6
tm107744,Mission: Impossible,MOVIE,"['thriller', 'action']",['US'],tt0117060,8.6
ts22176,Stargate SG-1,SHOW,"['scifi', 'drama', 'action']","['CA', 'US']",tt0118480,8.6
tm15897,Se7en,MOVIE,"['crime', 'thriller', 'drama']",['US'],tt0114369,8.6
ts21223,Pokémon,SHOW,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",['JP'],tt14053732,8.6
tm191013,Boogie Nights,MOVIE,['drama'],['US'],tt0118749,8.6
tm122434,Forrest Gump,MOVIE,"['drama', 'romance']",['US'],tt0109830,8.6
tm25947,Snatch,MOVIE,"['crime', 'comedy']","['US', 'GB']",tt0208092,8.6
tm43808,The Talented Mr. Ripley,MOVIE,"['thriller', 'drama', 'crime']",['US'],tt0134119,8.6
ts20339,One Piece,SHOW,"['animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],tt0388629,8.6
ts5145,The Challenge,SHOW,"['reality', 'comedy', 'drama', 'scifi']",['US'],tt6274074,8.5
tm191110,Titanic,MOVIE,"['drama', 'romance']",['US'],tt0120338,8.5
ts34435,Cowboy Bebop,SHOW,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",['JP'],tt0213338,8.5
tm192037,Starship Troopers,MOVIE,"['scifi', 'action', 'thriller']",['US'],tt0120201,8.5
tm27395,Mission: Impossible II,MOVIE,"['thriller', 'action']",['US'],tt0120755,8.5
tm113513,Dumb and Dumber,MOVIE,['comedy'],['US'],tt0109686,8.5
ts20983,Neon Genesis Evangelion,SHOW,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",['JP'],tt0112159,8.5
tm192405,Gattaca,MOVIE,"['scifi', 'thriller', 'romance', 'drama']",['US'],tt0119177,8.5
tm116655,Léon: The Professional,MOVIE,"['crime', 'drama', 'action', 'thriller', 'european']","['US', 'FR']",tt0110413,8.5
ts21567,Gilmore Girls,SHOW,"['comedy', 'drama']",['US'],tt0238784,8.5
tm116488,Natural Born Killers,MOVIE,"['thriller', 'drama', 'crime', 'action']",['US'],tt0110632,8.5
tm11556,The Quick and the Dead,MOVIE,"['action', 'thriller', 'western', 'romance']","['JP', 'US']",tt0114214,8.5
tm56574,You've Got Mail,MOVIE,"['comedy', 'romance', 'drama']",['US'],tt0128853,8.5
ts20960,Power Rangers,SHOW,"['action', 'scifi', 'fantasy', 'family']",['US'],tt0106064,8.5
tm53991,Big Daddy,MOVIE,"['drama', 'comedy', 'european']",['US'],tt0142342,8.5
tm49178,Vampires,MOVIE,"['fantasy', 'action', 'horror', 'thriller']",['US'],tt0120877,8.5
ts25252,Yu-Gi-Oh!,SHOW,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],tt4834194,8.5
tm191989,Donnie Brasco,MOVIE,"['drama', 'thriller', 'crime']",['US'],tt0119008,8.5
ts22193,The Magic School Bus,SHOW,"['animation', 'scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']",tt0108847,8.5
ts22489,Goosebumps,SHOW,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']","['US', 'CA']",tt0111987,8.5
ts21034,InuYasha,SHOW,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",['JP'],tt0290223,8.5
tm121879,A River Runs Through It,MOVIE,['drama'],['US'],tt0105265,8.5
tm44402,"Girl, Interrupted",MOVIE,"['drama', 'european']","['DE', 'US']",tt0172493,8.5
tm187187,Last Action Hero,MOVIE,"['action', 'fantasy', 'comedy', 'family']",['US'],tt0107362,8.5
ts16919,All That,SHOW,"['comedy', 'family', 'music']",['US'],tt0111875,8.5
tm6859,My Girl,MOVIE,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],tt0102492,8.5
tm118238,Wyatt Earp,MOVIE,"['western', 'crime', 'action', 'drama']",['US'],tt0111756,8.5
tm111163,Eraser,MOVIE,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",tt0116213,8.5
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],tt0169858,8.5
tm192769,Vegas Vacation,MOVIE,['comedy'],['US'],tt0120434,8.5
tm187791,In the Line of Fire,MOVIE,"['drama', 'thriller', 'crime', 'action']",['US'],tt0107206,8.5
tm113576,Little Women,MOVIE,"['drama', 'romance', 'family']",['US'],tt0110367,8.5
tm65686,U.S. Marshals,MOVIE,"['thriller', 'crime', 'action']",['US'],tt0120873,8.5
ts8570,Barney & Friends,SHOW,"['comedy', 'family']",['US'],tt0144701,8.5
tm191387,Anaconda,MOVIE,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",tt0118615,8.4
ts27693,Kenan & Kel,SHOW,"['family', 'comedy']",['US'],tt0115231,8.4
tm19494,The Replacements,MOVIE,"['comedy', 'sport']",['US'],tt0191397,8.4
tm191772,Seven Years in Tibet,MOVIE,"['action', 'drama', 'history', 'war']",['US'],tt0120102,8.4
tm12499,The Net,MOVIE,"['thriller', 'action', 'crime', 'drama']",['US'],tt0113957,8.4
tm186589,Cliffhanger,MOVIE,"['action', 'thriller', 'comedy', 'animation']","['IT', 'US', 'FR']",tt0106582,8.4
tm189764,Menace II Society,MOVIE,"['drama', 'crime', 'thriller']",['US'],tt0107554,8.4
tm10739,Johnny Mnemonic,MOVIE,"['action', 'drama', 'scifi', 'thriller']","['CA', 'US']",tt0113481,8.4
tm1822,3 Ninjas Kick Back,MOVIE,"['comedy', 'family', 'action', 'sport']","['JP', 'US']",tt0109015,8.4
tm55369,Edge of Seventeen,MOVIE,"['romance', 'drama', 'comedy']",['US'],tt0138414,8.4
tm192431,The Devil's Own,MOVIE,"['crime', 'thriller', 'drama', 'action', 'european']",['US'],tt0962637,8.4
ts22286,Cardcaptor Sakura,SHOW,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['JP'],tt0221735,8.4
tm192199,Spawn,MOVIE,"['scifi', 'action', 'drama', 'horror']",['US'],tt0120177,8.4
ts11397,Adventures of Sonic the Hedgehog,SHOW,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",['US'],tt0222518,8.4
tm56033,Croupier,MOVIE,"['drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",tt0159382,8.4
ts21581,Girlfriends,SHOW,"['drama', 'comedy']",['US'],tt0247102,8.4
tm117488,The Next Karate Kid,MOVIE,"['action', 'drama', 'family', 'sport', 'romance']",['US'],tt0110657,8.4
tm190811,Geronimo: An American Legend,MOVIE,"['western', 'history', 'drama']",['US'],tt0107004,8.4
tm191431,Double Team,MOVIE,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",tt0119013,8.4
tm10811,Heavy,MOVIE,"['drama', 'romance']",['US'],tt0113280,8.4
tm49839,The Players Club,MOVIE,"['comedy', 'drama']",['US'],tt0119905,8.4
ts20918,The Parkers,SHOW,['comedy'],['US'],tt0200353,8.4
ts21693,"Sister, Sister",SHOW,"['comedy', 'drama', 'family']",['US'],tt0108927,8.4
ts20939,Moesha,SHOW,"['drama', 'comedy', 'family']",['US'],tt0115275,8.4
ts21684,Heartbreak High,SHOW,"['drama', 'romance', 'comedy']",['AU'],tt5582224,8.4
ts22080,Oggy and the Cockroaches,SHOW,"['animation', 'comedy', 'family', 'action', 'european']",['FR'],tt0213363,8.4
tm67635,Kuch Kuch Hota Hai,MOVIE,"['romance', 'comedy', 'drama']",['IN'],tt0172684,8.4
tm320211,Children of God,MOVIE,['documentation'],['GB'],tt6051792,8.4
tm7073,Knight Rider 2000,MOVIE,"['action', 'scifi']",['US'],tt0102227,8.4
ts28516,Okupas,SHOW,"['drama', 'crime']",['AR'],tt0289649,8.4
tm117873,Hum Aapke Hain Koun..!,MOVIE,"['drama', 'romance', 'comedy']",['IN'],tt0110076,8.4
tm55100,Dil Se..,MOVIE,"['drama', 'romance']",['IN'],tt0164538,8.4
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,"['comedy', 'documentation']",['US'],tt0500140,8.4
ts22039,H,SHOW,['comedy'],['FR'],tt0173554,8.4
tm188606,Sankofa,MOVIE,"['drama', 'european']","['DE', 'GH', 'GB', 'US', 'BF']",tt0108041,8.4
tm41525,Herod's Law,MOVIE,"['comedy', 'crime', 'thriller']",['MX'],tt0221344,8.4
tm189171,Wild Tango,MOVIE,"['drama', 'music', 'romance']","['ES', 'AR']",tt0108291,8.4
tm63514,The Last Days,MOVIE,"['drama', 'history', 'war', 'documentation']",['US'],tt0174852,8.4
tm21911,Sam Kinison: Live in Vegas,MOVIE,"['comedy', 'music', 'documentation']",['US'],tt0249934,8.4
tm188970,Bill Hicks: Revelations,MOVIE,"['comedy', 'documentation']",['GB'],tt0152183,8.4
tm12876,Bombay,MOVIE,"['drama', 'romance']",['IN'],tt0112553,8.4
tm62176,Mann,MOVIE,"['drama', 'romance']",['IN'],tt0206921,8.4
tm52871,Soldier,MOVIE,"['thriller', 'action', 'drama', 'romance']",['IN'],tt0211634,8.4
tm104933,Sinbad: Son of a Preacher Man,MOVIE,"['comedy', 'documentation']",['US'],tt0938333,8.4
tm184326,Damini,MOVIE,"['drama', 'crime']",['IN'],tt0106655,8.4
tm62385,Hum Saath Saath Hain,MOVIE,"['romance', 'family', 'fantasy', 'drama']",['IN'],tt0216817,8.4
tm191614,Destiny,MOVIE,"['drama', 'history', 'comedy', 'romance']","['FR', 'EG']",tt0119629,8.4
tm110766,Chronicle of a Disappearance,MOVIE,['drama'],"['PS', 'US', 'FR', 'DE']",tt0115895,8.4
tm9898,Muthu,MOVIE,"['comedy', 'drama', 'action', 'romance']",['IN'],tt0140399,8.4
tm47530,Jeans,MOVIE,"['comedy', 'drama', 'romance']",['IN'],tt0151121,8.4
tm57169,Monty Python: Live at Aspen,MOVIE,"['comedy', 'documentation']","['GB', 'US']",tt0287570,8.4
tm192301,Minsara Kanavu,MOVIE,"['comedy', 'romance', 'drama']",['IN'],tt0274789,8.4
tm58893,Duplicate,MOVIE,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,8.4
tm110160,Avvai Shanmugi,MOVIE,"['drama', 'comedy']",['IN'],tt0139872,8.4
tm118438,Anjaam,MOVIE,"['romance', 'crime', 'thriller', 'drama']",['IN'],tt0109134,8.4
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,"['drama', 'sport']",['US'],tt0103123,8.4
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,"['comedy', 'romance', 'drama']",['IN'],tt0222270,8.4
tm203186,Children of Shatila,MOVIE,"['documentation', 'history']",['LB'],tt0243174,8.4
tm7951,Tim Allen: Rewires America,MOVIE,"['comedy', 'documentation']",['US'],tt0294967,8.4
tm52083,West Beirut,MOVIE,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",tt0157183,8.4
tm340430,Govindha Govindha,MOVIE,"['drama', 'action', 'crime']",['IN'],tt0187096,8.4
tm7032,Out of Life,MOVIE,"['drama', 'war', 'crime', 'european']","['BE', 'FR', 'IT', 'LB']",tt0102058,8.3
tm256669,Gumrah,MOVIE,"['drama', 'action', 'crime', 'thriller']",['IN'],tt0107060,8.3
tm64729,Sinbad: Nothin' but the Funk,MOVIE,"['comedy', 'documentation']",['US'],tt0938332,8.3
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,"['comedy', 'documentation']",['US'],tt0938331,8.3
tm25389,Fiza,MOVIE,"['romance', 'action', 'crime', 'drama', 'thriller']",['IN'],tt0248012,8.3
tm34391,Before the Flying Circus,MOVIE,"['comedy', 'documentation']",['GB'],tt9230920,8.3
tm44776,The Other,MOVIE,"['romance', 'european', 'drama']","['FR', 'EG']",tt0196355,8.3
tm334788,Yodha,MOVIE,"['action', 'drama']",['IN'],tt0267130,8.3
tm117840,The Emigrant,MOVIE,['drama'],"['FR', 'EG']",tt0110545,8.3
tm42397,Hello Brother,MOVIE,"['comedy', 'romance', 'fantasy', 'action']",['IN'],tt0233856,8.3
tm314602,Dushmani,MOVIE,"['romance', 'action', 'drama']",['IN'],tt0112916,8.3
tm7810,Nightmare in Columbia County,MOVIE,"['drama', 'thriller', 'crime']",['US'],tt0102537,8.3
tm449775,Shikari,MOVIE,"['drama', 'action']","['IN', 'SU']",tt0170416,8.3
ts4,Breaking Bad,SHOW,"['drama', 'crime', 'thriller']",['US'],tt0903747,8.3
ts20371,Top Gear,SHOW,"['comedy', 'reality', 'european', 'music']",['GB'],tt1628033,8.3
ts9,The Walking Dead,SHOW,"['action', 'drama', 'scifi', 'horror', 'thriller']",['US'],tt1520211,8.3
ts21465,Supernatural,SHOW,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",['US'],tt0460681,8.3
tm74402,The Mist,MOVIE,"['horror', 'scifi', 'thriller']",['US'],tt0884328,8.3
tm91952,Mean Girls,MOVIE,['comedy'],"['CA', 'US']",tt0377092,8.3
ts288536,The Great British Baking Show,SHOW,"['reality', 'european']",['GB'],tt1877368,8.3
ts12724,30 Rock,SHOW,"['comedy', 'sport']",['US'],tt0496424,8.3
ts6644,Borgen,SHOW,"['drama', 'european']",['DK'],tt1526318,8.3
ts8308,Community,SHOW,['comedy'],['US'],tt1439629,8.3
tm111828,Catch Me If You Can,MOVIE,"['drama', 'crime']",['US'],tt0264464,8.3
ts21469,Grey's Anatomy,SHOW,"['drama', 'romance']",['US'],tt0413573,8.3
ts17156,Arrested Development,SHOW,['comedy'],['US'],tt0367279,8.3
ts22011,Heartland,SHOW,"['drama', 'family']",['CA'],tt1094229,8.3
ts26091,The Staircase,SHOW,"['crime', 'documentation', 'drama']",['FR'],tt8178674,8.3
tm150112,Old School,MOVIE,"['comedy', 'european']",['US'],tt0302886,8.3
ts22337,NCIS,SHOW,"['crime', 'action', 'thriller', 'drama', 'comedy']",['US'],tt0364845,8.3
ts3371,Avatar: The Last Airbender,SHOW,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],tt0417299,8.3
tm80906,Anchorman: The Legend of Ron Burgundy,MOVIE,['comedy'],['US'],tt0357413,8.3
ts20604,Friday Night Lights,SHOW,"['drama', 'sport']",['US'],tt0758745,8.3
ts20573,The IT Crowd,SHOW,"['comedy', 'european']",['GB'],tt0487831,8.3
tm92641,Inception,MOVIE,"['action', 'scifi', 'music', 'thriller']","['US', 'GB']",tt1375666,8.3
ts22099,The Spectacular Spider-Man,SHOW,"['action', 'animation', 'family', 'scifi', 'comedy']",['US'],tt0976192,8.3
tm27911,The Departed,MOVIE,"['drama', 'thriller', 'crime', 'action']",['US'],tt0407887,8.3
ts21464,Zoey 101,SHOW,"['drama', 'comedy', 'family', 'romance']",['US'],tt0415463,8.3
tm88465,Insidious,MOVIE,"['horror', 'thriller']","['CA', 'US']",tt1591095,8.3
tm172683,War of the Worlds,MOVIE,"['action', 'thriller', 'scifi']",['US'],tt0407304,8.3
ts11313,DEATH NOTE,SHOW,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",['JP'],tt0877057,8.3
ts21247,The Vampire Diaries,SHOW,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],tt1405406,8.3
ts20305,Naruto,SHOW,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],tt0409591,8.3
tm42877,Wanted,MOVIE,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",tt0493464,8.3
tm39030,Casino Royale,MOVIE,"['action', 'thriller', 'european']","['DE', 'GB', 'US', 'BS', 'CZ']",tt0381061,8.3
ts21511,My Little Pony: Friendship Is Magic,SHOW,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",tt1751105,8.3
ts17942,Chappelle's Show,SHOW,"['comedy', 'music']",['US'],tt0353049,8.3
tm89677,The Terminal,MOVIE,"['drama', 'comedy', 'romance']",['US'],tt0362227,8.3
tm78592,Michael Clayton,MOVIE,"['thriller', 'drama', 'crime']",['US'],tt0465538,8.3
tm105329,Road to Perdition,MOVIE,"['thriller', 'documentation', 'drama', 'crime']",['US'],tt0257044,8.3
ts30311,Victorious,SHOW,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],tt1604099,8.2
tm139658,Big Fish,MOVIE,"['action', 'fantasy', 'drama', 'romance']",['US'],tt0319061,8.2
tm26327,The Hurt Locker,MOVIE,"['thriller', 'drama', 'war']",['US'],tt0887912,8.2
tm95477,Troy,MOVIE,"['action', 'history', 'war', 'drama', 'european']","['MT', 'GB', 'US']",tt0332452,8.2
tm154187,Sherlock Holmes,MOVIE,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",tt0988045,8.2
ts22267,Trailer Park Boys,SHOW,"['comedy', 'crime']",['CA'],tt0290988,8.2
tm133767,Love Actually,MOVIE,"['drama', 'comedy', 'romance']","['GB', 'US']",tt0314331,8.2
ts2230,America's Next Top Model,SHOW,['reality'],['US'],tt0363307,8.2
tm45454,Get Smart,MOVIE,"['comedy', 'thriller', 'action']",['US'],tt0425061,8.2
tm26897,Quantum of Solace,MOVIE,"['thriller', 'action']","['GB', 'US']",tt0830515,8.2
tm133374,The Blind Side,MOVIE,"['drama', 'sport']",['US'],tt0878804,8.2
tm136808,Identity,MOVIE,['thriller'],['US'],tt0309698,8.2
tm70807,I Am Legend,MOVIE,"['scifi', 'thriller', 'action', 'drama']",['US'],tt0480249,8.2
ts19036,The Fairly OddParents,SHOW,"['comedy', 'scifi', 'animation', 'family', 'fantasy']","['CA', 'US']",tt0235918,8.2
tm93055,Grown Ups,MOVIE,"['comedy', 'drama', 'european']",['US'],tt1375670,8.2
tm85811,The Girl Next Door,MOVIE,"['comedy', 'romance', 'drama']",['US'],tt0265208,8.2
ts22456,Ned's Declassified School Survival Guide,SHOW,"['family', 'comedy']",['US'],tt0405576,8.2
tm131038,Public Enemies,MOVIE,"['action', 'crime', 'drama', 'history', 'european']","['US', 'JP']",tt1152836,8.2
tm58382,Not Another Teen Movie,MOVIE,['comedy'],['US'],tt0277371,8.2
tm35463,Blow,MOVIE,"['crime', 'drama']",['US'],tt0221027,8.2
tm30603,Hancock,MOVIE,"['fantasy', 'action', 'crime', 'drama']",['US'],tt0448157,8.2
ts22018,iCarly,SHOW,"['comedy', 'family', 'romance']",['US'],tt0972534,8.2
tm20959,The Pursuit of Happyness,MOVIE,"['drama', 'european']",['US'],tt0454921,8.2
tm136308,Monster,MOVIE,"['crime', 'drama', 'thriller', 'european']",['US'],tt0340855,8.2
tm29737,Rambo,MOVIE,"['action', 'thriller', 'war', 'european']","['DE', 'US']",tt0462499,8.2
tm148270,Something's Gotta Give,MOVIE,"['drama', 'comedy', 'romance']",['US'],tt0337741,8.2
tm89036,Harold & Kumar Go to White Castle,MOVIE,['comedy'],['US'],tt0366551,8.2
tm46436,Thir13en Ghosts,MOVIE,"['horror', 'thriller', 'fantasy']","['CA', 'US']",tt0245674,8.2
ts21197,Merlin,SHOW,"['action', 'drama', 'scifi', 'fantasy', 'european']",['GB'],tt1199099,8.2
